variant,model_seed,episode,cost,rolling_cost,immediate_cost,penalty,energy_use,latency_ms,thermal_violation,energy_violation,queue_violation,contact_violation,epsilon,loss,td_loss,auxiliary_loss
centered_full_action_dqn,809,0,109.1461763381958,109.1461763381958,40.81973856687546,68.32643666863441,1.7503377692773938,24017.776607513428,0.0,30.0,0.0,0.0,0.9954761904761905,,,
centered_full_action_dqn,809,1,158.7914961024685,133.96883622033215,42.70484131574631,116.08665383304786,1.8931130804121494,25547.400218963623,0.0,36.0,18.0,1.0,0.9909523809523809,1.633381724357605,1.6195253133773804,0.046188175678253174
centered_full_action_dqn,809,2,155.12608766872665,141.021253369797,43.65846651792526,111.46762143392347,1.8765475563704967,25964.982887268066,0.0,34.0,15.0,0.0,0.9864285714285714,1.4599189087748528,1.4468346536159515,0.04361419565975666
centered_full_action_dqn,809,3,110.97496677935123,133.50968172218555,36.46791172027588,74.5070550441742,1.6711517004296184,21314.483894348145,0.0,31.0,0.0,0.0,0.981904761904762,1.43885637819767,1.4279740303754807,0.03627445735037327
centered_full_action_dqn,809,4,155.8404711148335,137.97583960071512,42.37583139538765,113.46463925750983,1.9690958391875029,26774.96734237671,0.0,34.0,12.0,0.0,0.9773809523809524,1.1612125635147095,1.152516458183527,0.028987009078264236
centered_full_action_dqn,809,5,132.1180522363491,136.99954170665413,43.62255424261093,88.4954979043312,1.829960416071117,25328.674530029297,0.0,34.0,21.0,0.0,0.9728571428571429,1.0051896050572395,0.9960648566484451,0.030415784567594528
centered_full_action_dqn,809,6,107.05682472139597,132.7220107087601,40.67267841845751,66.38414585590363,1.7325112260878086,23708.5827960968,0.0,28.0,0.0,1.0,0.9683333333333334,0.8572096191346645,0.8499678857624531,0.02413909963797778
centered_full_action_dqn,809,7,152.61334491148403,135.20842748410058,44.7790007814765,107.83434417471099,1.8855388714000583,26867.77032470703,0.0,33.0,20.0,1.0,0.9638095238095238,0.8486432433128357,0.8435591235756874,0.016947063500992954
centered_full_action_dqn,809,8,140.20106302818832,135.763164766777,41.93952675163746,98.26153618714389,1.826841157861054,25081.760848999023,0.0,34.0,20.0,2.0,0.9592857142857143,0.919932410120964,0.9114739187061787,0.028194996353704482
centered_full_action_dqn,809,9,139.20874559955266,136.10772285005459,41.08683981001377,98.12190549151568,1.9056247062981129,25133.45006942749,0.0,33.0,13.0,1.0,0.9547619047619048,0.6672609597444534,0.661630354821682,0.01876866293605417
centered_full_action_dqn,809,10,113.51284855008126,134.05364336823882,39.853060498833656,73.65978772342206,1.7335892990231514,22723.630783081055,0.0,32.0,0.0,3.0,0.9502380952380952,0.49277282133698463,0.4879541676491499,0.016062171314843
centered_full_action_dqn,809,11,103.34729169431228,131.49478072874493,36.804529532790184,66.54276336851613,1.7541789719834924,22793.373386383057,0.0,27.0,6.0,1.0,0.9457142857142857,0.40722608380019665,0.4005473703145981,0.0222623769659549
centered_full_action_dqn,809,12,117.900908857584,130.44909827711717,40.195423781871796,77.70548541843891,1.7655823193490505,23162.626991271973,0.0,33.0,0.0,0.0,0.9411904761904761,0.29762858618050814,0.29170096665620804,0.019758740556426346
centered_full_action_dqn,809,13,120.01846786201,129.70405324746667,41.60157621651888,78.41689148902893,1.8119898466393352,24579.935653686523,0.0,33.0,1.0,3.0,0.9366666666666666,0.2564663887023926,0.25146923772990704,0.016657175263389945
