variant,model_seed,episode,cost,rolling_cost,immediate_cost,penalty,energy_use,latency_ms,thermal_violation,energy_violation,queue_violation,contact_violation,epsilon,loss,td_loss,auxiliary_loss
double_centered_full_action_dqn,815,0,97.89726804196835,97.89726804196835,38.623650565743446,59.273617550730705,1.6570925740525126,21633.136432647705,0.0,26.0,0.0,0.0,0.9954761904761905,,,
double_centered_full_action_dqn,815,1,180.83951796843448,139.36839300520143,48.004052981734276,132.83546489729326,1.9187739277258515,28396.246101379395,0.0,35.0,26.0,0.0,0.9909523809523809,1.7243715524673462,1.7152596712112427,0.03037296235561371
double_centered_full_action_dqn,815,2,144.20558595387678,140.9807906547599,41.07882444560528,103.12676155297497,1.90252386033535,25147.86978149414,0.0,34.0,14.0,1.0,0.9864285714285714,1.4764941483736038,1.468544214963913,0.026499774772673845
double_centered_full_action_dqn,815,3,178.93643416507376,150.46970153233835,45.67025639116764,133.26617792291776,1.9289379669353366,27032.298278808594,0.0,38.0,23.0,0.0,0.981904761904762,1.5477497577667236,1.540737509727478,0.023374149342998862
double_centered_full_action_dqn,815,4,108.93245854377747,142.16225293462617,37.43957242369652,71.49288686513901,1.6963322022929788,21844.231384277344,0.0,30.0,0.0,1.0,0.9773809523809524,1.3926624283194542,1.387921929359436,0.015801632311195135
double_centered_full_action_dqn,815,5,175.79445438942832,147.76761984375986,42.31410575658083,133.48034863284752,1.8538210624828935,25682.207916259766,0.0,36.0,39.0,0.0,0.9728571428571429,1.2197926118969917,1.2151166647672653,0.015586484340019524
double_centered_full_action_dqn,815,6,125.89650476103441,144.64317483194193,39.19268549978733,86.70381945496219,1.7413451140746474,22938.423122406006,0.0,35.0,19.0,1.0,0.9683333333333334,1.0296016931533813,1.0185195542871952,0.03694047802127898
double_centered_full_action_dqn,815,7,120.4359770566225,141.617275110027,41.94283889234066,78.49313834309578,1.7785807522013783,24245.12921142578,0.0,33.0,0.0,0.0,0.9638095238095238,0.99998864158988,0.9866588450968266,0.04443262470886111
double_centered_full_action_dqn,815,8,143.1723670146643,141.79006309943117,44.111973732709885,99.0603936246811,1.8806585110723972,26279.127590179443,0.0,36.0,11.0,0.0,0.9592857142857143,0.9655810594558716,0.946881078183651,0.06233328068628907
double_centered_full_action_dqn,815,9,104.40521721541882,138.05157851102993,35.52539053559303,68.8798269033432,1.6811566920951009,21434.626983642578,0.0,29.0,0.0,1.0,0.9547619047619048,0.7289293855428696,0.7196376770734787,0.030972362379543483
double_centered_full_action_dqn,815,10,191.14983228851014,142.87869249080086,40.471189722418785,150.67864258099252,1.9015242801979184,25032.285972595215,0.0,34.0,31.0,1.0,0.9502380952380952,0.6635915189981461,0.6590336039662361,0.015193039027508348
double_centered_full_action_dqn,815,11,146.0887601835236,143.1461981318611,40.9097003787756,105.17905976004452,1.8810673048719764,25437.520477294922,0.0,34.0,14.0,0.0,0.9457142857142857,0.5560838505625725,0.5501529015600681,0.019769816019106656
double_centered_full_action_dqn,815,12,121.00602053044148,141.4431075471365,41.713072061538696,79.29294867751904,1.7960822936147451,24168.287483215332,0.0,35.0,3.0,2.0,0.9411904761904761,0.42190030217170715,0.4160607382655144,0.019465209101326764
double_centered_full_action_dqn,815,13,123.46815026582873,140.15918202704307,42.845527306199074,80.62262319804822,1.8199081532657146,24516.89315032959,0.0,34.0,7.0,1.0,0.9366666666666666,0.3379447888582945,0.3321042116731405,0.0194685937021859
double_centered_full_action_dqn,815,14,154.1489604864029,141.0918339243337,43.62099119275808,110.52796883170882,1.9213632820174098,26514.370838165283,0.0,35.0,22.0,1.0,0.9321428571428572,0.3177050594240427,0.3124093562364578,0.017652345704846084
double_centered_full_action_dqn,815,15,127.94883262338749,140.27039634302457,41.228566125035286,86.72026648345104,1.8037520125508308,23940.68483352661,0.0,35.0,9.0,0.0,0.9276190476190476,0.5963273961097002,0.5906972866505384,0.018767034984193742
double_centered_full_action_dqn,815,16,158.79621913611334,141.36015062497097,37.96523459255695,120.8309844988529,1.7982755601406097,23437.656131744385,0.0,34.0,31.0,4.0,0.9230952380952381,0.6489438004791737,0.6423307452350855,0.022043529083020985
